ENTRY	SHORT DEF	LONGER DEF	FIRST OCCURRENCE	NUM OCCURRENCES	POS
"ora –ae f."	"ōra –ae f."	"shore, coast"	"shore, coast; region, district"	" 138"	"3"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#ora"	"787"
"origo –inis f."	"orīgō –inis f."	"origin"	"origin, source; birth, family; race; ancestry"	" 902"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#origo"	"1484"
"orno ornare ornavi ornatus"	"ōrnō ōrnāre ōrnāvī ōrnātus"	"to equip, decorate"	"to equip; dress; decorate, honor; furnish, adorn, garnish, trim"	" 231"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#orno"	"1164"
"ortus ortus m."	"ortus ortūs m."	"birth, rising"	"birth, rising"	" 867"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#ortus"	"2424"
"osculum –i n."	"ōsculum –ī n."	"kiss"	"kiss"	"325"	"3"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#osculum"	"1270"
"ovo ovare ovavi ovatus"	"ovō ovāre ovāvī ovātus"	"to shout, celebrate an ovation (a lesser triumph)"	"to shout, rejoice; celebrate an ovation (a lesser triumph); ovans, antis: exulting, joyous, shouting, triumphant; of things"	" 508"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#ovo"	"2718"
"Paean –anis m. (acc. paeana and –em)"	"Paeān –ānis m. (acc. paeāna and –em)"	"originally Paean"	"originally Paean, the god of healing; later applied to Apollo; hence, a hymn in honor of Apollo, or of other deities; a triumphal chant; a paean; song or shout of victory"	" 880"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#Paean"	"7186"
"palleo –ere –ui"	"palleō –ēre –uī"	"to be pale"	"to be pale; p., pallens, entis, pallid, wan, pale"	"842"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#palleo"	"2938"
"palma palmae f."	"palma palmae f."	"hand, palm"	"hand, palm"	" 1027"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#palma"	"1484"
"palpito palpitare"	"palpitō palpitāre"	"to palpitate"	"move quickly, tremble, throb"	" 383"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#palpito"	"7186"
"pando pandere pandi passus"	"pandō pandere pandī passus"	"to spread out"	"to split, spread out"	"1"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#pando"	"1557"
"pariter"	"pariter"	"alike"	"alike, likewise, at the same time"	" 53"	"4"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#pariter"	"1262"
"pasco pascere pavi pastum"	"pāscō pāscere pāvī pāstum"	"to feed"	"to nourish, feed"	" 993"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#pasco"	"1125"
"passim"	"passim"	"here and there"	"here and there, indiscriminately"	"385"	"3"	"Adverb"	"Logeion"	"http://logeion.uchicago.edu/index.html#passim"	"1464"
"patefacio patefacere patefeci patefactum"	"patefaciō patefacere patefēcī patefactum"	"to reveal"	"to reveal"	"49"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#patefacio"	"1673"
"paternus –a –um"	"paternus –a –um"	"paternal"	"fatherly; paternal, connected with one’s father"	" 350"	"2"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#paternus"	"2065"
"patesco –ere –patui"	"patēscō –ere –patuī"	"to begin to be open; to be open to view"	"to begin to be open; to be open to view, stand open; open; become evident, manifest (> pateo)"	" 280"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#patesco"	"6092"
"patrius –a –um"	"patrius –a –um"	"paternal"	"father's, paternal; ancestral"	"18"	"3"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#patrius"	"767"
"paveo –ere –ui"	"paveō –ēre –uī"	"to tremble, fear"	"to tremble, fear"	" 703"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#paveo"	"4251"
"peccatum –i n."	"peccātum –ī n."	"fault"	"a fault, error, delinquency, sin, crime (> pecco)"	" 42"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#peccatum"	"2477"
"pecus pecudis f."	"pecus pecudis f."	"one animal of a flock or herd; an animal"	"one animal of a flock or herd; an animal; a sheep; victim for sacrifices"	" 488"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#pecus"	"1351"
"pendeo pendere pependi"	"pendeō pendēre pependī"	"to hang"	"to hang, hang down"	"888"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#pendeo"	"1125"
"penna pennae f."	"penna pennae f."	"wing, feather"	"wing, feather"	"120"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#penna"	"2145"
"perago peragere peregi peractum"	"peragō peragere perēgī perāctum"	"to finish"	"to finish, end"	"165"	"4"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#perago"	"1656"
"percello percellere perculi perculsum"	"percellō percellere perculī perculsum"	"to strike"	"to hit, knock, strike"	" 560"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#percello"	"2938"
"percurro –ere –cucurri or curri –cursus"	"percurrō –ere –cucurrī or currī –cursus"	"to run through or over"	"to run through or over; (fig.), run over in narration, relate briefly"	"883"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#percurro"	"2603"
"percutio percutere percussi percussum"	"percutiō percutere percussī percussum"	"to strike, kill"	"to hit, strike; kill, put to death"	"140"	"10"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#percutio"	"933"
"perfero perferre pertuli perlatus"	"perferō perferre pertulī perlātus"	"to endure"	"to suffer, endure; report"	" 641"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#perfero"	"1020"
"perfringo perfringere perfregi perfractus"	"perfringō perfringere perfrēgī perfrāctus"	"to break"	"to break, demolish, smash"	"761"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#perfringo"	"4957"
"perfundo –ere –fudi –fusus"	"perfundō –ere –fūdī –fūsus"	"to pour over or along; wash"	"to pour over or along; wash; overspread, overflow; spot, stain; anoint; besprinkle"	" 331"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#perfundo"	"1656"
"perimo –ere –emi –emptus"	"perimō –ere –ēmī –ēmptus"	"to take away completely; annihilate"	"to take away completely; annihilate, destroy; slay, kill (> per and emo)"	" 822"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#perimo"	"2938"
"perlabor –lapsus sum"	"perlābor –lāpsus sum"	"to glide through or over"	"to glide through or over; reach, come down in tradition"	" 607"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#perlabor"	"5290"
"pernocto pernoctare pernoctavi pernoctatum"	"pernoctō pernoctāre pernoctāvī pernoctātum"	"to spend the night"	"to spend or occupy the night"	" 703"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#pernocto"	"5290"
"persequor persequi persecutus sum"	"persequor persequī persecūtus sum"	"to pursue"	"to follow up, pursue; overtake; attack; take vengeance on; accomplish"	" 753"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#persequor"	"1164"
"persolvo –ere –solvi –solutus"	"persolvō –ere –solvī –solūtus"	"to loosen completely; set free; free one's self from obligation; pay"	"to loosen completely; set free; free one's self from obligation; pay, render, give, return; sacrifice, offer"	" 852"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#persolvo"	"3501"
"perspicio perspicere perspexi perspectus"	"perspiciō perspicere perspexī perspectus"	"to see through"	"to see through; examine; observe"	" 706"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#perspicio"	"1576"
"persto perstiti perstatu"	"perstō perstitī perstātu"	"to continue standing; remain fixed"	"to continue standing; remain fixed; persist"	" 716"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#persto"	"4475"
"perterreo perterrere perterrui perterritus"	"perterreō perterrēre perterruī perterritus"	"to terrify"	"to frighten greatly, terrify"	"255"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#perterreo"	"1251"
"perturbo perturbare perturbavi perturbatus"	"perturbō perturbāre perturbāvī perturbātus"	"to disturb"	"to confuse, throw into confusion; disturb, perturb, trouble; alarm"	" 810"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#perturbo"	"2145"
"per–timeo –timere –timui —"	"per–timeō –timēre –timuī —"	"to be very timid"	"to fear greatly, to be very timid"	" 937"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#per–timeo"	"8014"
"pestis pestis f."	"pestis pestis f."	"plague"	"plague, disaster"	"11"	"3"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#pestis"	"2145"
"phalanx –ngis f."	"phalanx –ngis f."	"body of troops in compact array; battalion"	"a body of troops in compact array; a battalion, army, host; of a fleet"	" 392"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#phalanx"	"4251"
"pignus –oris n."	"pīgnus –oris n."	"pledge"	"a pledge, stake, token, assurance (rel. to pango and paciscor)"	" 90"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#pignus"	"2371"
"placidus –a –um"	"placidus –a –um"	"pleasant"	"agreeable, pleasant"	" 634"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#placidus"	"1147"
"placo placare placavi placatus"	"plācō plācāre plācāvī plācātus"	"to soothe"	"to soothe, placate"	" 68"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#placo"	"2101"
"planctus –us m."	"plānctus –ūs m."	"a beating, lamentation"	"a banging, rustling, roaring; a beating of the breast, wailing, lamentation, lament"	" 1016"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#planctus"	"6575"
"plango –ere –planxi –planctus"	"plangō –ere –plānxī –planctus"	"to beat"	"to beat, strike, smite the breast; hence, intransitive, lament, wail (cf. plaga)"	"29"	"3"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#plango"	"2718"
"planta –ae f."	"planta –ae f."	"the sole of the foot"	"the sole of the foot (cf. planus, flat)"	" 295"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#planta"	"3634"
"plaudo plaudere plausi plausum"	"plaudō plaudere plausī plausum"	"to strike; clap; approve, applaud"	"to beat, strike, clap"	" 420"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#plaudo"	"3211"
"poesis poesis"	"poesis poesis"	"a poem"	"a poem, poetry, song"	"890"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#poesis"	"11140"
"pollex –icis m."	"pollex –icis m."	"thumb, big toe"	"thumb, big toe"	"882"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#pollex"	"4251"
"polus –i m."	"polus –ī m."	"pole, heavens"	"the terminating point of an axis; the celestial pole; (meton.), the heavens, sky; air"	" 618"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#polus"	"3501"
"pompa –ae f."	"pompa –ae f."	"procession, parade; the set piece at a banquet"	"procession, parade; the set piece at a banquet; display"	" 1005"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#pompa"	"4087"
"portus portus m."	"portus portūs m."	"port"	"port, harbor; refuge, haven, place of refuge"	" 57"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#portus"	"825"
"postis –is m."	"postis –is m."	"doorjamb; door"	"doorjamb; door"	" 768"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#postis"	"2022"
"prae-pondero –are"	"prae-ponderō –āre"	"to be heavier"	"to lean, incline"	" 658"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#prae-pondero"	"11140"
"praecedo –ere –cessi –cessus"	"praecēdō –ere –cessī –cessus"	"to go before"	"to go before"	"710"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#praecedo"	"3297"
"praeceps praecipitis"	"praeceps praecipitis"	"headlong"	"plunging head-foremost, falling; headlong; rushing (of winds etc.)"	" 915"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#praeceps"	"1070"
"praecordia –orum n."	"praecordia –ōrum n."	"the diaphragm or midriff; the vital parts; the heart"	"the diaphragm or midriff; the vital parts; the heart; the heart as the seat of courage; spirit, heart (> prae and cor)"	"11"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#praecordia"	"4251"
"praedo praedonis m."	"praedō praedōnis m."	"robber"	"robber"	"292"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#praedo"	"2288"
"praeduro –are –avi –atum"	"praedūrō –āre –āvī –ātum"	"to make hard"	"to harden, make very hard"	" 364"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#praeduro"	"11140"
"praefero praeferre praetuli praelatus"	"praeferō praeferre praetulī praelātus"	"to prefer"	"to prefer"	"22"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#praefero"	"2249"
"praetardo –are –avi –atus"	"praetardō –āre –āvī –ātus"	"to delay a lot"	"to delay a lot"	" 917"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#praetardo"	"11140"
"praetereo praeterire praeterivi/praeterii praeteritus"	"praetereō praeterīre praeterīvī/praeteriī praeteritus"	"to go by"	"to pass/go by; disregard/neglect/omit/miss; surpass/excel; go overdue; pass over"	" 812"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#praetereo"	"1077"
"praeterlabor –lapsus sum"	"praeterlābor –lāpsus sum"	"to glide"	"to glide, flow along by; sail past or by"	" 959"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#praeterlabor"	"7186"
"praevideo –ere –vidi –visus"	"praevideō –ēre –vīdī –vīsus"	"to see beforehand; foresee"	"to see beforehand; foresee"	"605"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#praevideo"	"7186"
"pratum prati n."	"prātum prātī n."	"meadow"	"meadow; field, plain"	" 531"	"2"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#pratum"	"2603"
"pravus –a –um"	"prāvus –a –um"	"crooked"	"crooked; subst., pravum, i, n., perverseness, wrong, evil, falsehood"	"274"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#pravus"	"2424"
"pristinus –a –um"	"prīstinus –a –um"	"former"	"former, previous"	" 741"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#pristinus"	"2101"
"privo privare privavi privatus"	"prīvō prīvāre prīvāvī prīvātus"	"to deprive of"	"to deprive of"	" 72"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#privo"	"1859"
"procer –eris m."	"procer –eris m."	"chief"	"a chief, noble; pl., proceres, um, elders, nobles, princes (in the sing. found only in the acc.)"	" 50"	"6"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#procer"	"3501"
"prodeo prodire prodii proditum"	"prōdeō prōdīre prōdiī prōditum"	"to go"	"to go, come forth, advance; appear; spring up"	" 410"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#prodeo"	"2145"
"proficio proficere profeci profectum"	"prōficiō prōficere prōfēcī prōfectum"	"to advance"	"to advance, be of use"	"197"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#proficio"	"1429"
"profugus –a –um"	"profugus –a –um"	"fugitive, exiled"	"fleeing forth; fugitive, exiled (> profugio, flee)"	" 900"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#profugus"	"4251"
"prolabor –lapsus sum "	"prōlābor –lāpsus sum "	"to slip forward"	"to slip forward, tumble down; p., prolapsus, a, um, fallen, in ruins"	" 826"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#prolabor"	"4957"
"proles prolis f."	"prōlēs prōlis f."	"descendants"	"progeny, offspring, descendants"	" 10"	"8"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#proles"	"1447"
"pronus –a –um"	"prōnus –a –um"	"sloping; easy"	"prone, stooping"	"479"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#pronus"	"1771"
"propago –inis f."	"propāgō –inis f."	"that which is fastened forward or along; the layer of a vine; offspring"	"that which is fastened forward or along; the layer of a vine; offspring, progeny, race, lineage (> pro and pango)"	"625"	"1"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#propago"	"6092"
"propello –pellere –puli –pulsum"	"prōpellō –pellere –pulī –pulsum"	"to drive forth, drive away"	"to drive forward, drive forth, drive away, drive out"	" 796"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#propello"	"3025"
"prora –ae f."	"prōra –ae f."	"the extreme forward part of a ship; the prow"	"the extreme forward part of a ship; the prow"	"181"	"3"	"Noun"	"Logeion"	"http://logeion.uchicago.edu/index.html#prora"	"2654"
"proripio –ere –ripui –reptus"	"prōripiō –ere –ripuī –reptus"	"to snatch forth, rush forth"	"to snatch forth; w. pers. pron. expressed or understood, rush forth, hasten away (> pro and rapio)"	"498"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#proripio"	"3913"
"prosilio –ire –ui –ivi or ii"	"prōsiliō –īre –uī –īvī or iī"	"to leap or spring forth"	"to leap or spring forth (> pro and salio)"	" 713"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#prosilio"	"3398"
"prosterno prosternere prostravi prostratum"	"prosternō prosternere prostrāvī prostrātum"	"to lay low, knock down; debase"	"to lay low, knock down; debase"	" 122"	"13"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#prosterno"	"2249"
"protego –tegere –texi –tectum"	"prōtegō –tegere –texī –tectum"	"to cover, conceal; protect"	"to cover, conceal; protect"	" 670"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#protego"	"3398"
"protero –ere –trivi –tritus"	"prōterō –ere –trīvī –trītus"	"to rub before; trample upon or down"	"to rub before; trample upon or down, crush to pieces"	"477"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#protero"	"6092"
"protervus"	"protervus"	"bold, impudent"	"bold, impudent"	" 137"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#protervus"	"3913"
"proturbo proturbare proturbavi proturbatus"	"prōturbō prōturbāre prōturbāvī prōturbātus"	"to push"	"to push, thrust away; repel"	" 448"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#proturbo"	"4475"
"providus –a –um"	"prōvidus –a –um"	"prudent, prescient"	"foreseeing, prescient; cautious, circumspect, provident, prudent "	" 920"	"1"	"Adjective"	"Logeion"	"http://logeion.uchicago.edu/index.html#providus"	"8014"
"provoco provocare –avi –atus"	"prōvocō prōvocāre –āvī –ātus"	"to summon, challenge"	"to summon, challenge"	" 578"	"1"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#provoco"	"3501"
"pro–volo –volare"	"prō–volō –volāre"	"to fly forth"	"to fly forth"	"807"	"2"	"Verb"	"Logeion"	"http://logeion.uchicago.edu/index.html#pro–volo"	"4702"
